ARI,@LAR,DET,@NO,@TB,CAR,@SF,SEA,ATL,BYE,HOU,@JAX,IND,@PHI,LAR,@TEN,@SEA,SF
ATL,@NO,LAR,@MIA,NE,NYJ,BYE,TB,@ARI,@CAR,SEA,@TB,NO,@BUF,@GB,WAS,@SF,CAR
BAL,@DEN,CLE,HOU,@BUF,@MIA,GB,@PIT,BYE,@CLE,CIN,@CHI,NYJ,PIT,MIN,@DET,NE,@CIN
BUF,NE,CAR,@NYJ,BAL,@CLE,CIN,@MIA,@NO,KC,@PIT,NYJ,BYE,ATL,@TB,@JAX,MIA,@NE
CAR,SEA,@BUF,NYG,BYE,@ARI,@MIN,LAR,@TB,ATL,@SF,NE,@MIA,TB,@NO,NYJ,NO,@ATL
CHI,CIN,MIN,@PIT,@DET,NO,NYG,@WAS,BYE,@GB,DET,BAL,@LAR,@MIN,DAL,@CLE,@PHI,GB
CIN,@CHI,PIT,GB,@CLE,NE,@BUF,@DET,NYJ,@MIA,@BAL,CLE,BYE,@LAC,IND,@PIT,MIN,BAL
CLE,MIA,@BAL,@MIN,CIN,BUF,DET,@GB,@KC,BAL,BYE,@CIN,PIT,JAX,@NE,CHI,@NYJ,@PIT
DAL,NYG,@KC,LAR,@LAC,DEN,WAS,@PHI,@DET,MIN,@NO,BYE,@NYG,OAK,@CHI,GB,@WAS,PHI
DEN,BAL,@NYG,OAK,PHI,@DAL,JAX,@IND,WAS,BYE,@LAC,KC,@NE,@KC,TEN,LAC,@HOU,@OAK
DET,MIN,@ARI,@WAS,CHI,@GB,@CLE,CIN,DAL,BYE,@CHI,@PIT,TB,GB,@PHI,BAL,NYG,@MIN
GB,@SF,WAS,@CIN,BYE,DET,@BAL,CLE,@MIN,CHI,PHI,@NYG,MIN,@DET,ATL,@DAL,PIT,@CHI
HOU,@LAC,TEN,@BAL,SEA,@SF,LAR,@KC,BYE,IND,@ARI,OAK,JAX,NE,@JAX,@IND,DEN,@TEN
IND,OAK,MIA,@SF,@JAX,SEA,@LAC,DEN,BYE,@HOU,LAR,@TEN,@ARI,TEN,@CIN,HOU,@KC,JAX
JAX,KC,@OAK,@SEA,IND,@LAR,@DEN,LAC,SF,BYE,@TEN,ARI,@HOU,@CLE,HOU,BUF,TEN,@IND
KC,@JAX,DAL,@PHI,NYG,@TEN,OAK,HOU,CLE,@BUF,BYE,@DEN,LAC,DEN,@WAS,@OAK,IND,@LAC
LAR,ARI,@ATL,@DAL,SF,JAX,@HOU,@CAR,SEA,TEN,@IND,BYE,CHI,@SF,@ARI,NO,TB,@SEA
MIA,@CLE,@IND,ATL,@NO,BAL,BYE,BUF,@NE,CIN,@TB,LAC,CAR,@NYJ,@PIT,NE,@BUF,NYJ
MIN,@DET,@CHI,CLE,PIT,BYE,CAR,@NYG,GB,@DAL,WAS,@SEA,@GB,CHI,@BAL,PHI,@CIN,DET
NE,@BUF,NYJ,TB,@ATL,@CIN,NO,@NYJ,MIA,PIT,BYE,@CAR,DEN,@HOU,CLE,@MIA,@BAL,BUF
NO,ATL,@TB,ARI,MIA,@CHI,@NE,BYE,BUF,@NYJ,DAL,SF,@ATL,@SEA,CAR,@LAR,@CAR,TB
NYG,@DAL,DEN,@CAR,@KC,PHI,@CHI,MIN,@PHI,BYE,OAK,GB,DAL,@WAS,@LAC,SEA,@DET,WAS
NYJ,TB,@NE,BUF,@TEN,@ATL,PIT,NE,@CIN,NO,BYE,@BUF,@BAL,MIA,OAK,@CAR,CLE,@MIA
OAK,@IND,JAX,@DEN,WAS,LAC,@KC,BYE,PIT,PHI,@NYG,@HOU,TEN,@DAL,@NYJ,KC,@LAC,DEN
PHI,@WAS,LAC,KC,@DEN,@NYG,@TB,DAL,NYG,@OAK,@GB,WAS,BYE,ARI,DET,@MIN,CHI,@DAL
PIT,TEN,@CIN,CHI,@MIN,BYE,@NYJ,BAL,@OAK,@NE,BUF,DET,@CLE,@BAL,MIA,CIN,@GB,CLE
LAC,HOU,@PHI,@TEN,DAL,@OAK,IND,@JAX,BYE,@WAS,DEN,@MIA,@KC,CIN,NYG,@DEN,OAK,KC
SF,GB,@SEA,IND,@LAR,HOU,ARI,@TEN,@JAX,BYE,CAR,@NO,@WAS,LAR,SEA,@TB,ATL,@ARI
SEA,@CAR,SF,JAX,@HOU,@IND,TEN,@ARI,@LAR,TB,@ATL,MIN,BYE,NO,@SF,@NYG,ARI,LAR
TB,@NYJ,NO,@NE,ARI,BYE,PHI,@ATL,CAR,@SEA,MIA,ATL,@DET,@CAR,BUF,SF,@LAR,@NO
TEN,@PIT,@HOU,LAC,NYJ,KC,@SEA,SF,BYE,@LAR,JAX,IND,@OAK,@IND,@DEN,ARI,@JAX,HOU
WAS,PHI,@GB,DET,@OAK,BYE,@DAL,CHI,@DEN,LAC,@MIN,@PHI,SF,NYG,KC,@ATL,DAL,@NYG
